,Cohort,Tank,Date,Total Tenure,Tank Tenure,Total Feed Offered (g),REQUIRED Feed(g)/Day,Feed Size 1,% CP,% of Total,Total Feed (g) size 1,Feed Size 2,% CP2,% of Total2,Total Feed (g) size 2,Feed Size 3,% CP3,% of Total3,Total Feed (g) size 3,Alkalinity Remaining g/L,Sodium bicarbo te (g),Turbostart (mL),PROJECTED GROWTH Feed Curve,Required g protien per shrimp,FCR Expected ,Manual Correction Factor,Daily Feed Required at 35% CP Feed(g),400-600um,600-1000um,1.0-1.3mm,1.3-1.8mm,1.8-2.4mm,Grams of Increased Feed,Daily Feed Required at Offered 35%CP (g),Total Tenure Feed Offered (g),HISTORIC expected size (Wt g/ Shrimp),% Difference from Growth Curve,EXPECTED SIZE (Wt g/ Shrimp),Wt.(g) increment2,AVERAGE SIZE Weight in Grams / Shrimp,% Difference from Growth Curve2,ADFI,ADG,FEED:GAIN,Calculated Count - Includes Daily Mortality Rate and Staff Removal Counts,Jumpers,Sump Dump,Total Daily MIA Assumed Loss - Actual Counted,Daily Mortality Assumption,Samples,Harvest,Termi tion,"Actual Count - Estimates Including Sump Dump, Jumpers and Other Loses",Harvest Weight in Pounds,Projected Growth (g),Shrimp Count/L,Shrimp Count/m2,Shrimp Count/m3,Biomass Kg/m2,Maximum Biomass Kg/m2 by Weight,Biomass (Kg)/m3,Shrimp Harvest Size Code,MBBR(LPM),MBBR(GPM),Standard(LPM),Standard(GPM),EN(LPM),EN(GPM),Tank Level (cm),Initial Salinity (ppt),Fi l Salinity (28-32 PPT),Pump Pressure (PSI),BioFilter Flow Rate (LPM),pH (7.5-8.4),D.O. (goal 4.5),Temperature (28-30°C),TSS,Turbidity,Mat? Y/N,Imhoff (15mL/L),TAN NH4,Un-ionized NH3-N (0.4mg/L),NO2-N (4.5mg/L),ALK CaCO3 (75-200mg/L),NO3-N (250mg/L),28ppt Sea Water Added (cm),Marine Mix (Pounds),0 ppt RO Water Added (cm),Amonium Chloride (NH4Cl)g,Sodium Nitrite ( NO2)g,FOS (C6H12O6)g,Sodium Carbo te ( CO3)g,Sodium Bicarbo te ( HCO3)g,Biowish,Turbo start,Water Exchange Percent,Monster,NOTES,Turbostart 10X(mL),FCR Expected,% Difference from Growth Curve1,EXPECTED SIZE (Wt g/ Shrimp),Back Flush Frequency,Filter 2 - Pump Pressure (PSI),BioFilter 2 Flow Rate (LPM),TAN NH4_2,TAN NH4_3,NO2-N (4.5mg/L)_2,NO2-N (4.5mg/L)_3,ALK CaCO3 (75-200mg/L)_2,ALK CaCO3 (75-200mg/L)_3,NO3-N (250mg/L)_2,NO3-N (250mg/L)_3,Wt.(g) increment1,ADJUSTED EXPECTED SIZE (Wt g/ Shrimp),BioFilter Flow Rate (LPM)_2,Molts-Harvest End (g),Molts-Feed End (g),Bead Filter 1 Assigned Flow Rate (LPM),Bead Filter 2 Assigned Flow Rate (LPM),Recommended Back Flush Frequency,Recommended Sump Dump Frequency,PROJECTED GROWTH/FEED CURVE,Wt.(g) increment for Feed,ADFI Over Entire Tenure,ADG Over Entire Tenure,BioFilter Flow Rate (LPM)_3,Bead Filter 3 Assigned Flow Rate (LPM),Recommended Back Flush Frequency - All Filters,Calculated Daily Water Exch ge,NOTES
971,Cohort3,RTB2,4/8/2019,40,7,10269,9936,Feed 4,35%,100%,9936, , ,0,0, , , ,0,-134.6620663,35.8, ,2.310030918,1.35,,1,9936,0,0,0,9936,0,456,9936,120578.8953,2.310030918,,,0.145699948,2.813778,1.218069411,0.062546986,0.07019695,0.891021426,47754.09745,5, ,432.1887622,437.1887622, , , ,47316.90869, ,2.310030918,1,283.3770929,929.7148719,0.654609846,1.498667126,2.147670099,293.0244428,339,90,170,45,113,30,40,27,27,7.4-3,229,7.4,4.6,28.3, , ,n, ,0.76, ,1.51, , , , , , , , ,565,37,12.7, , , ,bio flow up to 250,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
972,Cohort3,RTB2,4/9/2019,41,8,10822,10414,Feed 4,35%,100%,10414, , ,0,0, , , ,0,-150.7619523,37.5, ,2.464153667,1.35,,1,10414,0,0,0,10414,0,478,10414,131400.8953,2.464153667,,,0.154122749, ,0,0.067112563,-0.000143902,-466.3754393,47316.90869, ,113,320.186299,433.186299, , , ,46883.72239, ,2.967900749,1,280.7827757,921.2033322,0.83333541,1.511022778,2.73404006,228.0721559,355,94,178,47,119,32,40,26,26,3-Aug,253,7.4,4.5,28.4, , ,n, ,0.79, ,1.84,253,57, , , , , , ,565,39,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
973,Cohort3,RTB2,4/10/2019,42,9,11405,10915,Feed 4,35%,100%,10915, , ,0,0, , , ,0,-167.636519,39.3, ,2.627186133,1.35,,1,10915,0,0,0,10915,0,501,10915,142805.8953,2.627186133,,,0.163032466, ,0,0.071858886,-0.000140476,-511.5378349,46883.72239,5,48,376.2204785,429.2204785, , , ,46454.50191, ,3.130933215,1,278.2122093,912.7697157,0.871063847,1.524878641,2.85782102,216.196091,372,99,186,50,124,33,40,26.2,326.2,8.2-3,258,7.4,4.6,28.4, , ,n, ,0.82, ,2.36, , , , , , , , ,543,41.1,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
974,Cohort3,RTB2,4/11/2019,43,10,12020,11441,Feed 4,35%,100%,11441, , ,0,0, , , ,0,-185.35313,41.2, ,2.799643379,1.35,,1,11441,0,0,0,11441,0,526,11441,154825.8953,2.799643379,,,0.172457246, ,0,0.076798557,-0.000137209,-559.7182951,46454.50191,11, ,414.290965,425.290965, , , ,46029.21095, ,3.303390461,1,275.6651766,904.413309,0.910629715,1.540414936,2.987630298,204.9093289,390,103,195,52,130,35,40,26.4,26.4,8.2-3,253,7.3,4.5,28.3, , ,n, ,0.69, ,2.73, , , , , , , , ,657,43.3,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
975,Cohort3,RTB2,4/12/2019,44,11,12668,11991,Feed 4,35%,100%,11991, , ,0,0, , , ,0,-203.8781035,43.2, ,2.982070245,1.35,,1,11991,0,0,0,11991,0,550,11991,167493.8953,2.982070245,,,0.182426866,3.778889,1.267203215,0.081944253,0.08574975,0.955620892,46029.21095,19,328,74.39742621,421.3974262, , , ,45607.81352, ,3.485817327,0.9,273.1414619,896.1334051,0.952121241,1.557833427,3.123757351,194.1855981,409,108,205,54,137,36,40,25.5,25.5,8.4-3,256,7.3,4.5,28.3, , ,n, ,0.72, ,3.26, , , , , , , , ,633,45.6,12.7, ,50, ,50% water exchange,687.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
976,Cohort3,RTB2,4/13/2019,45,12,13351,12568,Feed 4,35%,100%,12568, , ,0,0, , , ,0,-223.3124848,45.2, ,3.175043066,1.35,,1,12568,0,0,0,12568,0,577,12568,180844.8953,3.175043066,,,0.192972821, ,0,0.087309241,-0.000131111,-665.9179363,45607.81352,21, ,396.5395328,417.5395328, , , ,45190.27399, ,3.971861821,0.9,270.6408518,887.9293038,1.074948067,1.577359984,3.526732502,170.4227269,428,113,214,57,143,38,40,26.2,26.2,8.3-3,255,7.4,4.6,28.4, , ,n, ,0.82, ,1.9, , , , , , , , , ,48.1,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
977,Cohort3,RTB2,4/14/2019,46,13,14070,13173,Feed 4,35%,100%,13173, , ,0,0, , , ,0,-243.6899556,47.4, ,3.379171497,1.35,,1,13173,0,0,0,13173,0,605,13173,194914.8953,3.379171497,,,0.204128431, ,0,0.092906895,-0.000128261,-724.3588406,45190.27399,9, ,404.7169584,413.7169584, , , ,44776.55703, ,4.175990252,0.9,268.1631348,879.800311,1.119846637,1.599247463,3.674037523,162.092218,449,119,225,60,150,40,40,26.3,26.3,8.4-3,253,7.3,4.5,28.4, , ,n, ,1.07, ,2.32, , , , , , , , ,816,50.6,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
978,Cohort3,RTB2,4/15/2019,47,14,14829,13807,Feed 4,35%,100%,13807, , ,0,0, , , ,0,-265.0441977,47.3, ,3.595100433,1.35,,1,13807,0,0,0,13807,0,634,13807,209743.8953,3.595100433,,,0.215928937, ,0,0.098752136,-0.000125532,-786.6695556,44776.55703,10,91,308.9293796,409.9293796, , , ,44366.62765, ,4.391919189,0.9,265.7081013,871.7457392,1.166968509,1.62377892,3.82863684,154.1229456,470,125,235,63,157,42,40,26.5,26.5,8.2-3,262,7.3,4.6,28.4, , ,n, ,0.98, ,3.24,246,57, , , , , , ,734,50.8,12.7, ,46, ,46% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
979,Cohort3,RTB2,4/16/2019,48,15,15628,14472,Feed 4,35%,100%,14472, , ,0,0, , , ,0,-287.4425748,47.1, ,3.823512055,1.35,,1,14472,0,0,0,14472,0,665,14472,225371.8953,3.823512055,,,0.228411621,4.893333,1.279800594,0.10485951,0.101821521,1.029836413,44366.62765,14,132,260.1764761,406.1764761, , , ,43960.45117, ,4.62033081,0.9,263.2755436,863.7649069,1.216420106,1.651271207,3.990879612,146.5036921,493,131,247,66,165,44,40,26.8,26.8,8.6-2.8,258,7.2,4.5,28.4, , ,n, ,0.75, ,2, , , , , , , , ,905,50.9,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
980,Cohort3,RTB2,4/17/2019,49,16,16470,15168,Feed 4,35%,100%,15168, , ,0,0, , , ,0,-310.8850867,46.8, ,4.065127975,1.35,,1,15168,0,0,0,15168,0,696,15168,241841.8953,4.065127975,,,0.24161592, ,0,0.111244626,-0.000120408,-923.8960433,43960.45117,28,53,321.4579305,402.4579305, , , ,43557.99324, ,5.13494892,0.9,260.865256,855.8571392,1.339529765,1.682079007,4.394782693,131.8212767,517,137,259,69,173,46,40,26.8,26.8,8.6-3,272,7.3,4.5,28.5, , ,n, ,0.94, ,2.39, , , , , , , , ,788,50.8,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
981,Cohort3,RTB2,4/18/2019,50,17,17358,15898,Feed 4,35%,100%,15898, , ,0,0, , , ,0,-335.4727787,46.3, ,4.320711523,1.35,,1,15898,0,0,0,15898,0,730,15898,259199.8953,4.320711523,,,0.255583549, ,0,0.117924129,-0.000118,-999.3570235,43557.99324,25,200,173.7734281,398.7734281, , , ,43159.21981,0,5.390532469,0.9,258.4770346,848.0217671,1.393328847,1.716599338,4.57128887,125.5711799,541,143,271,72,181,48,40,26.6,26.6,3-Aug,250,7.3,4.5,28.5, , ,n, ,1.66, ,4.11,257, , , , , , , ,707,50.6,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
982,Cohort3,RTB2,4/19/2019,51,18,18293,16663,Feed 4,35%,100%,16663, , ,0,0, , , ,0,-361.2393327,45.7, ,4.591070159,1.35,,1,16663,0,0,0,16663,0,765,16663,277492.8953,4.591070159,,,0.270358636,5.7973913,1.262753802,0.12491478,0.113558653,1.100002309,43159.21981,22,137,236.1226574,395.1226574, , , ,42764.09716,0,5.660891104,0.9,256.1106774,840.2581278,1.449814655,1.755276596,4.756609761,119.5740229,567,150,284,75,189,50,40,26.7,26.7,6.8-3,217,7.4,4.3,28.5, , ,n, ,0.71, ,3.51,282, , , , , , , ,502,50.6,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
983,Cohort3,RTB2,4/20/2019,52,19,17351,15719,Feed 4,35%,100%,15719, , ,0,0, , , ,0,-329.4437419,40.4, ,4.877058018,1.35,,0.9,17465,0,0,0,15719,0,-944,15719,294843.8953,4.877058018,,,0.285987859, ,0,0.131375751,-0.000113462,-1157.887973,42764.09716,25, ,366.5053095,391.5053095, , , ,42372.59185,0,6.083379159,0.9,253.7659841,832.5655647,1.543754699,1.798608204,5.064812004,111.2696586,535,142,268,71,179,48,40,26.5,26.5,8.2-3,254,7.3,4.4,28.5, , ,foam, ,0.44, ,1.95, , , , , , , , ,707,44.6,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
984,Cohort3,RTB2,4/21/2019,53,20,18286,16475,Feed 4,35%,100%,16475, , ,0,0, , , ,0,-354.90716,39.5, ,5.179578612,1.35,,0.9,18305,0,0,0,16475,0,756,16475,313129.8953,5.179578612,,,0.302520595, ,0,0.138155874,-0.000111321,-1241.061244,42372.59185,34, ,353.9210784,387.9210784, , , ,41984.67077,0,6.385899753,0.9,251.4427565,824.9434269,1.605688237,1.847150923,5.268006027,105.9984573,561,149,281,75,187,50,40,26.6,26.6,8.2-3,262,7.4,4.5,28.4, , ,n,0,1.88, ,3.08, , , , , , , , ,502,43.9,12.7, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
985,Cohort3,RTB2,4/22/2019,54,21,19272,17267,Feed 4,35%,100%,17267, , ,0,0, , , ,0,-381.5831218,41.4, ,5.499587688,1.35,,0.9,19186,0,0,0,17267,0,792,17267,332401.8953,5.499587688,,,0.320009076, ,0,0.145272932,-0.000109259,-1329.616665,41984.67077,40,33,311.3696609,384.3696609, , , ,41600.30111,0,6.705908829,0.9,249.1407981,817.3910698,1.670715478,1.901527931,5.481349992,100.9401618,588,156,294,78,196,52,40,26.8,26.8,8.4-3,256,7.4,4.6,28.5, , ,n,0,2.86, ,5.72,284, , , , , , , ,502,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
986,Cohort3,RTB2,4/23/2019,55,22,19285,17186,Feed 4,35%,100%,17186, , ,0,0, , , ,0,-378.8548984,41.2, ,5.838096241,1.35,,0.9,19095,0,0,0,17186,0,-81,17186,351686.8953,5.838096241,,,0.338508552,7.18771,1.231173606,0.152300996,0.130578364,1.16635706,41600.30111,48,182,150.8507566,380.8507566, , , ,41219.45035,0,7.044417382,0.9,246.8599141,809.9078546,1.73898427,1.962436721,5.705328968,96.08963889,585,155,293,78,195,52,40,26.5,26.5,8.8-3,250,7.5,4.5,28.3, , ,foam,0,1.03, ,5.01,290,51, , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
987,Cohort3,RTB2,4/24/2019,56,23,19289,17094,Feed 4,35%,100%,17094, , ,0,0, , , ,0,-375.7561756,41, ,6.178096241,1.35,,0.9035,18920,0,0,0,17094,0,-92,17094,370975.8953,6.178096241,,,0.34, ,0,0.159243308,-0.000105357,-1511.461905,41219.45035,44,117,216.364068,377.364068, , , ,40842.08628,0,7.52771,0.9,244.5999116,802.4931482,1.8412772,2.027120403,6.040935697,89.92051001,582,154,291,77,194,52,40,26.2,26.2,8.8-3,252,7.4,4.6,28.4, , ,foam,0,0.64, ,3.88,302, , , , , , , ,483,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
988,Cohort3,RTB2,4/25/2019,57,24,19290,17002,Feed 4,35%,100%,17002, , ,0,0, , , ,0,-372.6574527,40.8, ,6.518096241,1.35,,0.9069,18747,0,0,0,17002,0,-92,17002,390265.8953,6.518096241,,,0.34, ,0,0.166105322,-0.000103509,-1604.746336,40842.08628,23,27,323.9092999,373.9092999, , , ,40468.17698,0,7.86771,0.8,242.3605994,795.1463234,1.906822911,2.095318326,6.25598068,86.03463046,579,153,290,77,193,51,40,26.4,26.4,3-Sep,250,7.5,4.5,28.5, , ,foam,0,0.81, ,3.06,314, , , , , , , , ,46.3,12.7, , , ,a lot of left over feed,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
989,Cohort3,RTB2,4/26/2019,58,25,19290,16909,Feed 4,35%,100%,16909, , ,0,0, , , ,0,-369.5250481,40.6, ,6.858096241,1.35,,0.9103,18575,0,0,0,16909,0,-93,16909,409555.8953,6.858096241,,,0.34,7.80781,1.13848067,0.172892944,0.13451569,1.285299466,40468.17698,20,188,162.4861603,370.4861603, , , ,40097.69082,0,8.20771,0.8,240.1417881,787.8667588,1.971014156,2.167030489,6.466581875,82.47069187,576,153,288,77,192,51,40,26.4,26.4,8.8-3,257,7.4,4.5,28.5, , ,foam,0,1.71, ,4.71,321, , , , , , , ,502,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
990,Cohort3,RTB2,4/27/2019,59,26,19291,16817,Feed 4,35%,100%,16817, , ,0,0, , , ,0,-366.4263253,40.4, ,7.198096241,1.35,,0.9137,18405,0,0,0,16817,0,-92,16817,428846.8953,7.198096241,,,0.34, ,0,0.179612525,-1.00E-04,-1796.125249,40097.69082,40, ,327.0943595,367.0943595, , , ,39730.59646,0,8.14781,0.8,237.94329,780.6538386,1.938716718,2.242256892,6.360619153,83.07698908,573,152,287,76,191,51,40,27.2,27.2,8.8-3,254,7.5,4.6,28.4, , ,n, ,1.28, ,4.46, , , , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
991,Cohort3,RTB2,4/28/2019,60,27,19291,16724,Feed 4,35%,100%,16724, , ,0,0, , , ,0,-363.2939207,40.1, ,7.538096241,1.35,,0.9171,18236,0,0,0,16724,0,-93,16724,448137.8953,7.538096241,,,0.34, ,0,0.186269203,-9.83E-05,-1894.263084,39730.59646,34, ,329.7336106,363.7336106, , , ,39366.86285,0,8.48781,0.8,235.7649192,773.5069528,2.001127839,2.320997534,6.565380049,79.74913698,570,151,285,76,190,51,40,28.4,28.4,8.6-3,271,7.5,4.5,28.4, , ,foam, ,1.1, ,3.99, , , , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
992,Cohort3,RTB2,4/29/2019,61,28,19291,16633,Feed 4,35%,100%,16633, , ,0,0, , , ,0,-360.2288796,39.9, ,7.878096241,1.35,,0.9205,18069,0,0,0,16633,0,-91,16633,467428.8953,7.878096241,,,0.34, ,0,0.192868204,-9.67E-05,-1994.06109,39366.86285,52,266,42.40362942,360.4036294, , , ,39006.45922,0,8.82781,0.8,233.6064914,766.4254966,2.062233721,2.403252417,6.765858663,76.677627,566,150,283,75,189,50,40,27.7,27.7,8.6-3,260,7.6,4.6,28.6, , ,y,0,1.19, ,4.2,345,36.5, , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
993,Cohort3,RTB2,4/30/2019,62,29,19290,16542,Feed 4,35%,100%,16542, , ,0,0, , , ,0,-357.1638386,39.7, ,8.218096241,1.35,,0.9239,17904,0,0,0,16542,0,-91,16542,486718.8953,8.218096241,,,0.34,9.2606,1.126854655,0.19941403,0.149269355,1.335934158,39006.45922,38,97,222.1041342,357.1041342, , , ,38649.35509,0,9.16781,0.8,231.4678239,759.4088712,2.122053031,2.48902154,6.962116243,73.83393879,563,149,282,75,188,50,40,27.4,27.4,8.4-3,261,7.5,4.5,28.5, , ,y,0,1.08, ,3.76,363, , , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
994,Cohort3,RTB2,5/1/2019,63,30,19290,16450,Feed 4,35%,100%,16450, , ,0,0, , , ,0,-354.0651157,39.5, ,8.558096241,1.35,,0.9273,17740,0,0,0,16450,0,-92,16450,506008.8953,8.558096241,,,0.34, ,0,0.205911723,-9.37E-05,-2198.718398,38649.35509,26, ,327.8348458,353.8348458, , , ,38295.52024,0,9.6006,0.8,229.348736,752.456483,2.201885475,2.5,7.22403371,70.50554365,560,148,280,74,187,50,40,27.4,27.4,8.8-3,260,7.5,4.5,28.4, , ,foam,0,0.75, ,3.5,366,27, , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
995,Cohort3,RTB2,5/2/2019,64,31,19291,16362,Feed 4,35%,100%,16362, , ,0,0, , , ,0,-351.10112,39.3, ,8.898096241,1.35,,0.9308,17578,0,0,0,16362,0,-88,16362,525299.8953,8.898096241,,,0.34, ,0,0.21236605,-9.22E-05,-2303.631725,38295.52024,41, ,309.5954878,350.5954878, , , ,37944.92476,0,9.9406,0.8,227.2490483,745.5677439,2.25899189,2.5,7.411390715,68.09403078,557,148,279,74,186,50,40,27.4,27.4,8.8-3,259,7.6,4.6,28.5, , ,foam,0,1.28, ,3.87,386, , , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
996,Cohort3,RTB2,5/3/2019,65,32,19291,16273,Feed 4,35%,100%,16273, , ,0,0, , , ,0,-348.1034424,39.1, ,9.238096241,1.35,,0.9343,17417,0,0,0,16273,0,-89,16273,544590.8953,9.238096241,,,0.34,9.4795,1.026131332,0.218780719,0.145747692,1.501092167,37944.92476,36,281,30.38578614,347.3857861, , , ,37597.53897,0,10.2806,0.8,225.1685833,738.7420712,2.314868137,2.5,7.594711737,65.84202502,554,147,277,74,185,49,40,27.4,27.4,8.8-3,269,7.6,4.5,28.4, , ,foam,0,1.19, ,3.91,391, , , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
997,Cohort3,RTB2,5/4/2019,66,33,19290,16182,Feed 4,35%,100%,16182, , ,0,0, , , ,0,-345.0384014,38.8, ,9.578096241,1.35,,0.9377,17257,0,0,0,16182,0,-91,16182,563880.8953,9.578096241,,,0.34, ,0,0.225159227,-8.94E-05,-2518.730336,37597.53897,33, ,311.2054693,344.2054693, , , ,37253.3335,0,9.8195,0.8,223.1071649,731.9788875,2.190800806,2.5,7.187666686,68.93380746,551,146,276,73,184,49,40,27.5,27.5,3-Sep,266,7.7,4.6,28.5, , ,n,0,1.2, ,3.65, , , , , , , , , ,46.3,12.7, ,50, ,50%water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
998,Cohort3,RTB2,5/5/2019,67,34,19291,16094,Feed 4,35%,100%,16094, , ,0,0, , , ,0,-342.0744056,38.6, ,9.918096241,1.35,,0.9412,17099,0,0,0,16094,0,-88,16094,583171.8953,9.918096241,,,0.34, ,0,0.231506061,-8.81E-05,-2628.96713,37253.3335,25, ,316.0542682,341.0542682, , , ,36912.27923,0,10.1595,0.8,221.0646188,725.2776208,2.245905995,2.5,7.368457988,66.62685392,548,145,274,73,183,49,40,27.6,27.6,8.6-3,267,7.7,4.6,28.4, , ,n,0,1.67, ,3.67, , , , , , , , , ,46.3,12.7, ,50, ,50% water exchange,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
999,Cohort3,RTB2,5/6/2019,68,35,19291,16006,Feed 4,35%,100%,16006, , ,0,0, , , ,0,-339.1104099,38.4, ,10.25809624,1.35,,0.9447,16943,0,0,0,16006,0,-88,16006,602462.8953,10.25809624,,,0.34, ,0,0.237824313,-8.68E-05,-2741.025984,36912.27923,36,286,15.93191637,337.9319164, , , ,36574.34732,0,10.4995,0.8,219.0407722,718.6377042,2.299818588,2.5,7.545336575,64.46931019,545,144,273,72,182,48,40,27.6,27.6,8.8-3,253,7.7,4.5,28.4, , ,n,0,1.43, ,4.29,399,26, , , , , , , ,46.3,12.7, ,50, ,50% W.E. 4000 grams of feed in sumps,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
1000,Cohort3,RTB2,5/7/2019,69,36,19290,14739,Feed 4,35%,100%,14739, , ,0,0, , , ,0,-296.4356073,35.4, ,10.59809624,1.25,,0.9482,15544,0,0,0,14739,0,-1267,14739,621752.8953,10.59809624,,,0.34,10.225,0.964795919,0.244116909,0.148102899,1.648292584,36574.34732,40,67,227.8381497,334.8381497, , , ,36239.50917,0,10.8395,0.8,217.035454,712.058576,2.352555803,2.5,7.718358934,62.44711678,502,133,251,67,168,45,40,27.7,27.7,8.4-3,258,7.7,4.4,28.3, , ,n,0,1.46, ,4.19, , , , , , , , , ,46.3,12.7, ,50, ,"50% W.E. 11,510 grams of feed in sumps",0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
1001,Cohort3,RTB2,5/8/2019,70,37,14485,15402,Feed 4,35%,100%,15402, , ,0,0, , , ,0,-318.7666208,37, ,10.93809624,1.25,,1,15402,0,0,0,15402,0,663,15402,636237.8953,10.93809624,,,0.34, ,0,0.248510594,-8.43E-05,-2948.43078,36239.50917,37,74,220.7727064,331.7727064, ,9207.384733, ,26700.35173,212.2037458,10.565,0.6,159.9062209,524.626709,1.689409224,2.5,5.54268118,64.06961878,525,139,263,70,175,47,40,27.6,27.6,8.8-3,252,7.6,4.6,28.5, , ,n,0,1.67, ,4.38,410, , , , , , , , ,34.8,12.7, ,30, ,"30% W.E.  9,757 grams of feed in sumps",0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
1002,Cohort3,RTB2,5/9/2019,71,38,14785,11348,Feed 4,35%,100%,11348, , ,0,0, , , ,0,-182.2207254,27.2, ,11.27809624,1.25,,1,11348,0,0,0,11348,0,-4054,11348,651022.8953,11.27809624,,,0.34, ,0,0.25302044,-8.31E-05,-3044.822243,26700.35173,21,55,168.4417201,244.4417201, , , ,26455.91001,0,10.905,0.6,158.4422794,519.8237515,1.727813057,2.5,5.66867801,62.07203323,387,103,194,52,129,35,40,27.7,27.7,8.8-3,252,7.6,4.5,28.5, , ,n,0,1.5, ,5.87,418, , , , , , , , ,34.7,12.7, ,50, ,50% W.E.,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
1003,Cohort3,RTB2,5/10/2019,72,39,14404,11244,Feed 4,35%,100%,11244, , ,0,0, , , ,0,-178.7178214,13.5, ,11.61809624,1.25,,1,11244,0,0,0,11244,0,-104,11244,665426.8953,11.61809624,,,0.34,11.2918,0.971914827,0.346139268,0.156748611,2.208244564,26455.91001,48,166,28.20385611,242.2038561, , , ,26213.70615,0,11.245,0.6,156.9917404,515.064765,1.765372121,2.5,5.791903283,60.19524432,383,102,192,51,128,34,40,27.6,27.6,9-2.4,252,7.7,4.5,28.1, , ,n,0,1.29, ,5.08,421, , , , , , , , ,17.3,12.7, ,50, ,50% W.E. 200 grams of feed in sumps,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
1004,Cohort3,RTB2,5/11/2019,73,40,14313,11141,Feed 4,35%,100%,11141, , ,0,0, , , ,0,-175.248599,13.35, ,11.95809624,1.25,,1,11141,0,0,0,11141,0,-103,11141,679739.8953,11.95809624,,,0.34, ,0,0.35196315,-8.08E-05,-4354.798293,26213.70615,31, ,208.9864798,239.9864798, , , ,25973.71967,0,11.6318,0.6,155.554481,510.3493471,1.809378612,2.5,5.936281536,58.19353173,380,101,190,51,127,34,40, , ,3-Sep,250,7.7,4.5,28.2, , ,foam,0,1.3, ,4.29,422, , , , , , , , ,17.15,12.7, ,50, ,50% W.E.,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
